session_id,timestamp,event
52d894e3-6520-4dc5-b465-0b70db8260c4,2021-02-10 06:11:19,add_to_cart
379ed875-84d6-4aa3-8832-e510ddd2fd14,2021-02-12 00:20:32,add_to_cart
fa3c0fa9-57fa-4b69-82f6-8efc0b655499,2021-02-11 03:46:37,page_view
8f26d8dc-a79a-4339-b37b-bb377f87df6f,2021-02-10 21:09:36,delete_from_cart
778ca73e-3850-4c6b-bbe2-1ca40dd1cdae,2021-02-10 03:59:49,add_to_cart
f5dd1358-8845-4ce4-965b-78338ed45464,2021-02-11 16:21:50,page_view
c54fed0b-84ff-4843-8f23-54cb3c424c72,2021-02-10 23:11:21,page_view
871f534f-cea7-4d9b-a4b0-980eb682cf8d,2021-02-10 03:31:55,page_view
871f534f-cea7-4d9b-a4b0-980eb682cf8d,2021-02-11 16:24:20,delete_from_cart
2318ba79-53ae-48ce-aa90-7b3bb4f1913f,2021-02-10 21:38:48,delete_from_cart
d94e300a-a71f-47c3-89bf-28737f3a6f69,2021-02-11 20:30:23,page_view
8e06a3c5-714f-4faa-b120-53193ea38d04,2021-02-10 17:15:22,page_view
d42cc00a-fd81-463c-8790-aef4c246d8ac,2021-02-10 06:18:10,delete_from_cart
1ef92e03-57f0-4afe-9e41-a63ea036c66a,2021-02-11 05:25:33,add_to_cart
29da7042-bb54-4ea2-afe1-a5fd1d994453,2021-02-10 01:02:02,add_to_cart
11e3ded9-4bac-469e-94d3-be5a0c7a8042,2021-02-10 06:13:34,add_to_cart
01d9ae80-e708-44bc-ae1e-30bd3776daf8,2021-02-11 10:50:57,delete_from_cart
ad6c934e-6233-4e36-8b18-6c1a6415af56,2021-02-10 02:46:21,delete_from_cart
58ec69dd-3fde-4226-b506-583d8fe4b108,2021-02-11 11:51:47,page_view
0a06f165-dbb0-4fa0-be94-840fd1fe8cbe,2021-02-11 07:51:32,delete_from_cart
de0123e6-77c0-40d4-a971-f3c337c9ca6b,2021-02-10 23:57:24,page_view
7cce4ebf-d9bd-418a-aa5c-c11db0818980,2021-02-11 04:18:20,add_to_cart
3dbeafc7-04c3-4ef0-a24b-b8d79815b937,2021-02-10 05:53:49,page_view
90983527-8f8d-456d-9f6f-c7dead4e631b,2021-02-11 00:31:10,delete_from_cart
8be5302a-2407-4a9e-91bf-ef3227094df0,2021-02-11 02:56:20,page_view
3e27bb8c-d1b5-410b-8412-c5e95d86491c,2021-02-10 08:27:35,add_to_cart
d032de23-fe46-41d8-ba5d-142c63ec2f27,2021-02-10 06:56:42,add_to_cart
401d9db9-3af5-429a-bceb-0b79717e20ac,2021-02-11 20:52:08,page_view
8502a833-8375-44d5-82b5-0be2cf4981d4,2021-02-11 21:29:23,page_view
c2c8b991-47df-4b52-90ad-69e6f1b89a5e,2021-02-10 17:48:41,add_to_cart
77989802-27c8-4ef6-855c-ba0cd4ed6c20,2021-02-11 20:37:01,delete_from_cart
a6d42797-d004-4c00-99c0-db518e5ef354,2021-02-11 02:24:05,delete_from_cart
9e4b63df-b78f-4d38-905c-71fc067abdd5,2021-02-11 16:36:29,delete_from_cart
9fd76633-1697-4f72-8033-5ba14510069a,2021-02-10 10:20:41,delete_from_cart
b3b9b219-7151-4add-a38d-41fc817a82e3,2021-02-11 11:11:18,page_view
033fd0cc-a261-42f6-8386-f5fc4a2113ed,2021-02-10 19:46:58,page_view
0a93097a-d36b-4492-8442-92eb74b47ac4,2021-02-10 09:23:06,delete_from_cart
5839dc34-2307-496c-b030-03786a8e6cd9,2021-02-11 08:53:04,add_to_cart
a195f4fa-c1e7-4819-bd81-872afbd0317e,2021-02-10 17:08:03,page_view
a195f4fa-c1e7-4819-bd81-872afbd0317e,2021-02-10 17:13:17,delete_from_cart
0a93097a-d36b-4492-8442-92eb74b47ac4,2021-02-11 04:49:59,page_view
8d3a26e3-ab11-4eb3-ac6a-1158d79de9d0,2021-02-10 14:07:47,add_to_cart
c54fed0b-84ff-4843-8f23-54cb3c424c72,2021-02-10 19:58:08,add_to_cart
63c8bbc6-3657-4e41-b071-197374219d3a,2021-02-11 09:42:12,delete_from_cart
379ed875-84d6-4aa3-8832-e510ddd2fd14,2021-02-11 01:10:34,page_view
b807735c-f4ae-4cec-a7df-8c6cee1b1042,2021-02-11 04:40:17,delete_from_cart
63d3ef4c-274b-4dea-bf51-e7348f80c170,2021-02-10 19:13:54,page_view
7cce4ebf-d9bd-418a-aa5c-c11db0818980,2021-02-11 02:11:56,delete_from_cart
8502a833-8375-44d5-82b5-0be2cf4981d4,2021-02-11 04:23:13,add_to_cart
9741024a-f3f9-4119-b676-1ed12cb87fcf,2021-02-11 03:07:49,add_to_cart
72bf5b0e-279b-41c4-a2c8-e4204a1a7047,2021-02-10 00:07:04,delete_from_cart
64a4bca0-1904-4580-9590-e481f1faa3ca,2021-02-10 19:24:29,add_to_cart
1ef92e03-57f0-4afe-9e41-a63ea036c66a,2021-02-11 08:19:32,delete_from_cart
d50ff3ea-08a1-49f0-a521-1d77ad929491,2021-02-12 00:45:19,delete_from_cart
d032de23-fe46-41d8-ba5d-142c63ec2f27,2021-02-11 18:53:47,page_view
8e06a3c5-714f-4faa-b120-53193ea38d04,2021-02-11 21:44:50,add_to_cart
ed2b8fc1-35d8-45a8-8dc5-14d5f30fecc1,2021-02-11 14:37:01,page_view
ed3a8d5c-0b5b-4bd3-a8ec-afc4c5c33666,2021-02-09 23:32:10,add_to_cart
9d076a97-74cd-4f2f-9f92-0c1178b42b5c,2021-02-11 19:51:27,add_to_cart
5734f012-fc2d-4c1b-b5bb-0bf393b5a7aa,2021-02-11 13:41:54,add_to_cart
